Current Loan Amount,Credit Score,Annual Income,Monthly Income,Monthly Debt,Debt / Income Ratio,Credit History(Years),Months Delinquent,Open Accounts,Credit Problems,Credit Balance,Total Credit,Credit Usage Ratio,Bankruptcies
99999999,745.0,1713420.0,142785.0,6625.3,0.046400532268795744,33.1,0.0,8,0,44688,522588,0.08551287055959954,0.0
99999999,750.0,1401782.0,116815.17,16821.27,0.1439990199902975,18.0,57.0,12,0,255816,881562,0.2901849217638691,0.0
219670,744.0,1271100.0,105925.0,15570.88,0.14699910313901343,31.8,50.0,7,1,166459,338140,0.4922783462471166,1.0
328504,0.0,0.0,0.0,10268.17,0.0,16.7,0.0,8,0,79724,566324,0.1407745389564984,0.0
88220,746.0,1047622.0,87301.83,2706.36,0.03100003745625951,13.1,0.0,5,0,73302,297792,0.24615167633784654,0.0
524348,0.0,0.0,0.0,14702.01,0.0,17.9,0.0,8,1,302024,434962,0.6943687034729471,1.0
336006,721.0,1166942.0,97245.17,24603.1,0.2530007402938367,17.2,33.0,8,0,145293,199320,0.7289434075857917,0.0
99999999,745.0,1663089.0,138590.75,33400.67,0.24100215923501386,12.0,0.0,14,0,622383,1168002,0.5328612451006077,0.0
184514,0.0,0.0,0.0,9197.52,0.0,19.2,22.0,11,0,147592,401170,0.36790388114764316,0.0
258302,730.0,743584.0,61965.33,7807.67,0.12600062002413284,10.8,0.0,10,0,155591,488246,0.3186733736681919,0.0
769010,729.0,2808352.0,234029.33,22981.64,0.09819982820102079,33.8,50.0,11,0,372077,474474,0.7841883854542082,0.0
433268,668.0,2982183.0,248515.25,45726.92,0.184000458724364,34.1,20.0,21,0,579500,1235740,0.46894977907974167,0.0
127182,740.0,859617.0,71634.75,15186.51,0.2119992042967973,26.5,0.0,16,1,97318,450692,0.21593016960585057,1.0
349580,749.0,1320823.0,110068.58,30378.91,0.275999835738773,22.3,0.0,26,5,262694,1376320,0.19086694954661707,0.0
179058,717.0,1799680.0,149973.33,14502.32,0.09669932647358034,23.3,14.0,6,0,234099,512380,0.45688551465709043,0.0
222618,729.0,1441967.0,120163.92,3652.94,0.03039964075739207,25.9,29.0,5,1,79914,106854,0.7478802852490314,1.0
483670,7030.0,949335.0,79111.25,10363.55,0.13099969978985287,15.8,22.0,11,1,14592,238106,0.061283629979924904,1.0
445852,745.0,1867510.0,155625.83,35949.52,0.2309996997285091,10.1,40.0,13,0,205770,505868,0.40676619197102803,0.0
129008,746.0,523697.0,43641.42,12481.29,0.2859964226645238,9.0,26.0,20,0,89281,494670,0.1804859805526917,0.0
715682,0.0,0.0,0.0,27930.0,0.0,17.7,0.0,12,0,291935,931194,0.31350610076954966,0.0
481316,7070.0,965827.0,80485.58,13441.17,0.16700097085713989,19.7,0.0,9,0,237082,315524,0.7513913363167303,0.0
174658,7450.0,754224.0,62852.0,14204.4,0.2259975816203144,28.0,67.0,11,0,170088,360074,0.4723695684775907,0.0
89892,741.0,2524416.0,210368.0,10665.84,0.050700867052023126,20.0,71.0,9,0,229805,474298,0.4845160637405176,0.0
99999999,749.0,1719918.0,143326.5,23118.63,0.16130045734738518,25.3,0.0,9,0,381273,796884,0.4784548315689611,0.0
222332,0.0,0.0,0.0,2822.64,0.0,20.8,18.0,6,1,89357,215578,0.41449962426592696,1.0
256036,694.0,1795443.0,149620.25,24537.55,0.1639988571065748,10.9,33.0,12,0,201761,295350,0.6831251058066701,0.0
454630,656.0,2020935.0,168411.25,25093.3,0.14900014102383302,28.7,30.0,11,0,285342,358732,0.7954183067024966,0.0
288178,0.0,0.0,0.0,12029.09,0.0,15.6,9.0,9,0,312246,936650,0.333364650616559,0.0
215270,0.0,0.0,0.0,23053.46,0.0,16.8,0.0,18,0,426683,748550,0.5700126912029925,0.0
99999999,741.0,616341.0,51361.75,7914.83,0.1540996948118006,16.0,19.0,6,0,4484,33110,0.13542736333434008,0.0
733172,706.0,1417590.0,118132.5,33667.81,0.2850004020908725,18.0,0.0,15,0,548568,903518,0.6071467308897001,0.0
385330,737.0,1336669.0,111389.08,14146.45,0.12700033073259964,38.7,0.0,19,0,585561,2023912,0.28932137365656213,0.0
191510,0.0,0.0,0.0,13439.08,0.0,20.3,0.0,10,0,659661,1483130,0.4447762502275593,0.0
380138,741.0,946276.0,78856.33,18452.23,0.23399808233530522,17.6,0.0,21,0,343691,487696,0.7047238443620616,0.0
155210,736.0,861764.0,71813.67,20825.71,0.28999645889146175,10.9,0.0,13,0,133247,232716,0.572573437150862,0.0
225456,0.0,0.0,0.0,19257.07,0.0,30.6,22.0,12,0,281865,490776,0.5743251503741015,0.0
87362,729.0,584706.0,48725.5,9403.86,0.19299668551374538,10.0,0.0,8,0,186105,388960,0.4784682229535171,0.0
99999999,703.0,1121988.0,93499.0,6470.07,0.06919934972566551,16.9,0.0,5,0,92530,173360,0.5337448084910014,0.0
435820,650.0,1505560.0,125463.33,26723.69,0.21300000565902402,10.5,0.0,15,0,390640,637054,0.6131976253190468,0.0
346764,702.0,1123014.0,93584.5,15272.96,0.16319967515988223,17.8,77.0,6,0,448571,548460,0.8178736826751267,0.0
111914,718.0,947131.0,78927.58,576.27,0.007301250082670721,30.7,48.0,4,0,57741,134244,0.4301197818896934,0.0
767844,714.0,1724155.0,143679.58,19727.13,0.13729946872060736,18.0,0.0,7,0,229786,515636,0.4456360688547735,0.0
498850,715.0,1115262.0,92938.5,24350.02,0.26200143105386897,9.5,36.0,18,0,386574,1177924,0.3281824633847345,0.0
430364,0.0,0.0,0.0,23415.79,0.0,14.1,0.0,15,1,404643,632302,0.639952111491028,0.0
285604,706.0,853803.0,71150.25,5898.36,0.08290006008411777,29.4,59.0,14,0,89566,349228,0.25646855349513786,0.0
135234,0.0,0.0,0.0,29036.18,0.0,23.0,0.0,18,0,684722,7016218,0.09759132341668973,0.0
182886,713.0,1897340.0,158111.67,3162.36,0.020000800699910386,19.4,26.0,9,1,120156,244948,0.49053676698727894,0.0
64680,0.0,0.0,0.0,26184.66,0.0,28.8,48.0,9,0,412281,885676,0.4654986699425072,0.0
161150,732.0,1410997.0,117583.08,17872.73,0.1520008661110085,12.1,0.0,13,1,114646,250470,0.4577234798578672,1.0
377740,652.0,1039338.0,86611.5,16196.36,0.18700010968520347,17.7,77.0,9,0,248007,483428,0.5130174503752368,0.0
309738,657.0,741228.0,61769.0,14083.18,0.22799753921870194,19.2,38.0,9,0,288363,431376,0.6684725158562368,0.0
384252,0.0,0.0,0.0,18751.86,0.0,16.5,0.0,8,0,272365,430254,0.6330330455963221,0.0
222728,731.0,1154136.0,96178.0,15196.2,0.1580007902015014,6.5,0.0,8,0,269116,407352,0.6606473025786053,0.0
313060,0.0,0.0,0.0,19311.6,0.0,21.0,0.0,9,0,428583,615714,0.6960748009627846,0.0
221782,732.0,2777325.0,231443.75,31013.51,0.13400020523345305,22.0,3.0,10,0,198493,314842,0.6304527350226463,0.0
206404,0.0,0.0,0.0,24243.05,0.0,17.2,0.0,11,1,227658,976272,0.23319115984070013,1.0
331936,0.0,0.0,0.0,25440.62,0.0,17.6,0.0,11,0,343919,892870,0.3851837333542397,0.0
221144,665.0,611154.0,50929.5,14566.16,0.2860063421003544,10.9,0.0,17,0,41420,128238,0.32299318454748205,0.0
145684,693.0,813010.0,67750.83,25135.29,0.3709960453621011,14.1,52.0,16,1,75050,297594,0.2521892242451125,0.0
70334,705.0,552843.0,46070.25,13728.83,0.2979977317249201,16.7,20.0,12,0,275728,426250,0.6468692082111437,0.0
243672,6620.0,682499.0,56874.92,2616.3,0.046000943825503404,12.0,0.0,10,0,56924,219736,0.25905632213201296,0.0
87736,664.0,606176.0,50514.67,1763.01,0.03490095055555149,9.5,0.0,3,0,61788,87780,0.7038961038961039,0.0
99999999,750.0,1428477.0,119039.75,15475.12,0.12999960097362437,27.7,31.0,14,0,218253,1989944,0.10967796078683621,0.0
232804,725.0,696749.0,58062.42,15851.13,0.27300153868888,14.5,0.0,20,1,106267,585970,0.18135228765977782,1.0
131362,701.0,1058794.0,88232.83,3141.08,0.03559990085323116,19.3,16.0,8,0,99617,324016,0.3074446940891808,0.0
646272,710.0,2232576.0,186048.0,26046.72,0.14,17.7,26.0,16,0,361285,712668,0.506947133868786,0.0
179366,725.0,2071836.0,172653.0,51623.0,0.2989985693848355,21.3,36.0,30,0,133532,495550,0.26946221370194734,0.0
216942,747.0,786904.0,65575.33,7672.39,0.1170011649197953,27.9,0.0,10,0,210140,779878,0.26945240152947,0.0
174944,740.0,1582852.0,131904.33,32316.53,0.24499976611836777,17.6,0.0,13,0,585238,892804,0.6555055756918652,0.0
304216,740.0,4766644.0,397220.33,24150.9,0.0607997581594074,18.9,0.0,13,10,278065,356554,0.7798678461046573,1.0
582648,698.0,1645039.0,137086.58,24949.85,0.18200067431837602,17.5,0.0,17,1,490257,719466,0.681417884931324,0.0
76670,696.0,375706.0,31308.83,11960.12,0.3820046932446853,17.7,0.0,15,1,168473,330616,0.5095730394173301,1.0
654720,0.0,0.0,0.0,23178.1,0.0,17.4,0.0,10,0,832922,1303302,0.6390859524500078,0.0
221892,706.0,804859.0,67071.58,18042.4,0.2690021615712646,16.7,13.0,28,0,354673,1153592,0.3074509878709284,0.0
443498,0.0,0.0,0.0,15853.98,0.0,11.1,0.0,9,0,376428,581922,0.6468701990988484,0.0
191136,735.0,528998.0,44083.17,15032.42,0.3410013390597818,22.5,46.0,11,0,219279,316602,0.6926014365038755,0.0
452804,720.0,874418.0,72868.17,15957.91,0.21899699141614234,16.9,0.0,14,0,566618,1115796,0.5078150486289609,0.0
260194,0.0,0.0,0.0,20321.45,0.0,29.6,25.0,13,0,447336,808060,0.5535925550082914,0.0
267410,712.0,1758241.0,146520.08,43223.1,0.29499779142899735,15.0,0.0,18,0,1201959,1486892,0.8083700766430918,0.0
350526,7280.0,1135212.0,94601.0,15609.26,0.1650010042177144,20.3,24.0,8,0,218329,396220,0.5510297309575488,0.0
264396,740.0,847476.0,70623.0,6462.09,0.09150121065375302,30.0,0.0,7,2,194465,405702,0.4793296557571814,1.0
336380,704.0,2227180.0,185598.33,2765.45,0.01490018794888941,21.0,72.0,2,0,112328,134508,0.835102744818152,0.0
520124,741.0,1901330.0,158444.17,16636.59,0.10499969800087942,15.0,31.0,14,0,489725,572198,0.8558663259920517,0.0
133694,734.0,1178646.0,98220.5,12768.57,0.12999903278847083,10.1,58.0,6,0,83296,111386,0.7478139083906415,0.0
177144,668.0,563160.0,46930.0,13281.19,0.28300000000000003,12.1,0.0,8,1,34390,362010,0.09499737576310047,1.0
170214,722.0,836475.0,69706.25,18960.29,0.27200272572402046,14.0,34.0,11,0,106761,166386,0.6416465327611698,0.0
665962,690.0,1508600.0,125716.67,29291.92,0.2329994900437627,16.1,0.0,13,0,419444,788436,0.5319949875449624,0.0
218834,721.0,1360742.0,113395.17,317.49,0.002799854702806125,15.8,0.0,2,0,10564,359788,0.029361735244088184,0.0
99999999,735.0,1539152.0,128262.67,17058.96,0.1330001940549031,18.7,0.0,7,0,394820,499070,0.7911114673292323,0.0
280038,703.0,1317498.0,109791.5,24812.86,0.22599982694470883,11.0,0.0,11,0,792433,998426,0.7936822558707406,0.0
130724,748.0,1279593.0,106632.75,11943.02,0.11200142545324959,21.5,0.0,12,0,113829,1029688,0.11054707833829276,0.0
99999999,747.0,2328925.0,194077.08,40561.96,0.20899922855393332,27.6,13.0,13,0,180348,506858,0.3558156327807788,0.0
99110,740.0,296951.0,24745.92,3810.83,0.1539983156819387,17.5,0.0,5,0,65626,140976,0.4655118601747815,0.0
326304,0.0,0.0,0.0,7233.11,0.0,20.2,49.0,22,0,279186,1561626,0.17877904184484633,0.0
500456,689.0,1500088.0,125007.33,18626.08,0.14899990264570886,17.0,0.0,6,0,205637,773102,0.2659894813362273,0.0
433180,0.0,0.0,0.0,21861.97,0.0,32.5,0.0,12,0,350018,706068,0.4957284567492083,0.0
216084,0.0,0.0,0.0,30284.48,0.0,20.1,0.0,8,0,204174,547228,0.3731059083234045,0.0
713152,6170.0,3041520.0,253460.0,28134.06,0.111,8.0,21.0,6,0,28424,144958,0.19608438306268022,0.0
771936,727.0,1828560.0,152380.0,28342.68,0.186,16.4,28.0,6,0,552805,807158,0.6848783013982392,0.0
153560,745.0,1023131.0,85260.92,13300.57,0.15599843398358826,12.0,0.0,9,0,38836,371690,0.10448492022922327,0.0
99999999,670.0,1711463.0,142621.92,14975.23,0.10499949797338304,19.7,0.0,5,0,685862,807884,0.8489609894489804,0.0
107756,751.0,651377.0,54281.42,11073.2,0.2039961371681139,34.8,0.0,7,1,87989,307802,0.285862340075763,1.0
113718,723.0,555788.0,46315.67,8059.04,0.17400244884722602,14.0,0.0,6,1,112461,171556,0.6555352188206767,1.0
217382,671.0,938695.0,78224.58,11420.71,0.1459989941780448,19.7,69.0,12,0,131480,286682,0.4586266315987749,0.0
130900,729.0,847913.0,70659.42,3412.97,0.048301698485495634,9.9,58.0,5,0,104139,320694,0.3247301165597111,0.0
225126,719.0,1788736.0,149061.33,15055.03,0.10099889756786688,19.3,61.0,21,0,329593,529320,0.6226724854530341,0.0
216414,0.0,0.0,0.0,7722.93,0.0,14.0,0.0,10,0,229824,344696,0.6667440295216654,0.0
151492,715.0,392502.0,32708.5,5037.09,0.1539994191112402,10.9,0.0,7,0,88787,229460,0.38693890002614834,0.0
618838,0.0,0.0,0.0,18133.03,0.0,17.7,0.0,9,2,613700,835010,0.7349612579490066,1.0
218988,722.0,658160.0,54846.67,11024.18,0.2009999877841262,20.5,0.0,6,0,130606,183964,0.7099541214585462,0.0
160424,734.0,1289302.0,107441.83,23314.71,0.21699844464674511,22.1,0.0,8,0,271453,356356,0.7617466802860061,0.0
269148,608.0,1878948.0,156579.0,59186.52,0.3779978157990535,16.0,11.0,18,0,528789,1101232,0.4801794717189475,0.0
57420,679.0,273695.0,22807.92,4630.11,0.20300448265339407,22.5,0.0,8,0,112936,198726,0.5683000714551695,0.0
99999999,728.0,1396785.0,116398.75,10056.89,0.08640032646398693,16.6,46.0,9,0,514843,1141998,0.45082653384681937,0.0
394482,713.0,1206975.0,100581.25,17501.28,0.17400141676505312,16.6,9.0,10,0,186485,319880,0.5829842440915344,0.0
99999999,735.0,648185.0,54015.42,7184.09,0.13300072460789902,20.9,45.0,7,0,343539,1156342,0.29709117198890983,0.0
204864,621.0,969475.0,80789.58,2270.12,0.028099168234319325,20.8,0.0,6,2,66861,130328,0.5130209931864219,1.0
318560,737.0,1154364.0,96197.0,29532.46,0.3069998024886431,12.1,0.0,11,0,322658,585596,0.5509907854561849,0.0
763532,649.0,1714484.0,142873.67,48291.16,0.33799901689373557,31.8,14.0,21,0,372723,802164,0.4646468801890885,0.0
52184,712.0,958740.0,79895.0,8708.65,0.10900118906064209,11.6,19.0,11,0,72390,139920,0.5173670668953688,0.0
130130,743.0,2247624.0,187302.0,7042.54,0.037599918847636436,10.2,0.0,28,1,23731,639034,0.03713573925644019,0.0
480172,711.0,1215810.0,101317.5,13272.83,0.13100234411626815,18.7,0.0,14,0,484747,1013144,0.47845814612730275,0.0
66902,692.0,1208609.0,100717.42,34143.19,0.3389998472955324,17.6,0.0,17,0,487008,860926,0.5656792802168827,0.0
768086,718.0,3508483.0,292373.58,16431.39,0.05619998222821637,23.7,18.0,16,0,796670,1677192,0.47500226569170373,0.0
301400,0.0,0.0,0.0,48122.82,0.0,15.2,0.0,19,0,788481,1269818,0.6209401662285461,0.0
545710,6400.0,1470448.0,122537.33,37128.66,0.3029987678040643,17.8,0.0,22,0,327465,442948,0.7392854240226844,0.0
51612,731.0,742824.0,61902.0,5218.35,0.08430018416206263,11.8,0.0,6,0,63650,118294,0.5380661741085769,0.0
427724,742.0,2091881.0,174323.42,25625.49,0.14699969745889566,20.5,0.0,12,0,518168,739794,0.7004220093701761,0.0
99999999,735.0,729429.0,60785.75,6747.28,0.11100101586309291,20.2,0.0,11,1,165243,331012,0.4992054668712917,1.0
66638,721.0,1826204.0,152183.67,29219.15,0.19199924669972804,15.7,8.0,17,0,375934,551012,0.6822610033901259,0.0
334532,738.0,2022341.0,168528.42,32188.85,0.19099953586463336,20.9,44.0,11,0,460693,1162150,0.3964144043367896,0.0
674388,0.0,0.0,0.0,30739.15,0.0,18.1,55.0,9,0,87343,103400,0.8447098646034816,0.0
666072,731.0,1917480.0,159790.0,36911.49,0.23099999999999998,23.6,0.0,25,0,647539,1999382,0.32386957569889097,0.0
245718,692.0,926041.0,77170.08,28475.87,0.36900143164293725,17.3,22.0,11,0,378309,656744,0.5760372382541752,0.0
581724,6980.0,1137492.0,94791.0,16588.52,0.17500100220485068,17.6,31.0,15,0,497173,790768,0.6287216983995306,0.0
267960,698.0,1060675.0,88389.58,23511.74,0.26600126394989093,18.6,24.0,24,0,377834,788282,0.4793132406930515,0.0
536294,720.0,1235095.0,102924.58,21202.48,0.20600016050587722,16.0,12.0,10,0,598975,744172,0.8048878485081405,0.0
365464,692.0,798380.0,66531.67,10511.94,0.15799904015636465,30.6,16.0,7,0,322164,481360,0.6692787103207578,0.0
283294,731.0,1156701.0,96391.75,14651.66,0.15200118267382842,16.3,0.0,9,0,269496,477862,0.5639619806555031,0.0
66836,730.0,865868.0,72155.67,5159.26,0.07150179604735152,13.9,17.0,7,0,0,0,0.0,0.0
399212,722.0,957695.0,79807.92,15881.91,0.1990016780289475,18.3,9.0,10,0,49704,182138,0.27289198300189965,0.0
492140,735.0,1062556.0,88546.33,10094.32,0.11400043344540649,13.3,34.0,6,0,53751,363924,0.14769842054934545,0.0
64372,705.0,926440.0,77203.33,20767.57,0.26899837092519197,11.2,76.0,6,0,505039,600996,0.8403367077318318,0.0
335214,0.0,0.0,0.0,13317.1,0.0,15.9,48.0,11,0,336927,507320,0.6641311203973823,0.0
152482,717.0,2050499.0,170874.92,30928.2,0.18099906059941387,20.0,16.0,11,0,162051,400928,0.40418977971107034,0.0
536184,0.0,0.0,0.0,19165.87,0.0,16.5,14.0,5,0,377454,672408,0.5613466823714174,0.0
317966,711.0,1830745.0,152562.08,14234.04,0.09329998647108116,9.8,0.0,6,0,153444,205392,0.7470787567188596,0.0
450538,6600.0,886065.0,73838.75,16835.14,0.2279987134126729,19.4,12.0,9,1,131689,336622,0.3912073483016559,1.0
195668,710.0,1306801.0,108900.08,5314.3,0.048799780496029024,10.3,0.0,3,0,0,0,0.0,0.0
99999999,748.0,1678023.0,139835.25,11634.27,0.08319983695098339,23.2,0.0,14,0,205466,826056,0.24873132087897187,0.0
99999999,744.0,1041105.0,86758.75,13239.39,0.15260005474952093,26.0,0.0,9,0,88274,292050,0.30225646293442904,0.0
535920,651.0,1062442.0,88536.83,28863.28,0.32600308820634305,14.4,41.0,16,0,412205,802164,0.513866241815888,0.0
577808,674.0,1084919.0,90409.92,24772.39,0.27400079548792877,24.5,18.0,10,0,167542,216766,0.7729164167812296,0.0
258830,723.0,563673.0,46972.75,15970.83,0.340002022449186,8.5,71.0,12,0,345971,794838,0.43527234480485333,0.0
65252,705.0,1033201.0,86100.08,7852.32,0.09119991526140277,14.2,0.0,5,0,132449,206712,0.6407417082704439,0.0
99999999,746.0,1039319.0,86609.92,8920.69,0.10299847869620478,11.4,0.0,6,0,176149,283294,0.6217886718391494,0.0
99999999,712.0,2434147.0,202845.58,21501.54,0.10599954901654747,27.5,62.0,22,4,268527,410212,0.6546054235370979,0.0
178200,0.0,0.0,0.0,15088.47,0.0,12.5,0.0,8,0,87647,120230,0.7289944273475838,0.0
550616,716.0,1521672.0,126806.0,40451.19,0.3190005993407252,19.7,0.0,14,0,447146,583704,0.7660492304318627,0.0
331958,694.0,688028.0,57335.67,13588.61,0.2370009803670211,25.0,24.0,5,0,280725,422686,0.6641454886132969,0.0
172810,0.0,0.0,0.0,15878.68,0.0,13.5,0.0,8,0,194180,265760,0.7306592414208308,0.0
86240,744.0,930905.0,77575.42,12877.63,0.1660014215843111,16.5,0.0,11,0,151373,572770,0.26428234718997157,0.0
193710,0.0,0.0,0.0,13243.76,0.0,21.3,0.0,11,1,92796,383724,0.24183006535947713,1.0
336204,0.0,0.0,0.0,6266.96,0.0,26.0,44.0,5,0,187720,335962,0.5587536685696597,0.0
181368,0.0,0.0,0.0,16012.82,0.0,10.4,0.0,7,0,102885,408012,0.25216170112643743,0.0
88374,715.0,476995.0,39749.58,8427.07,0.2120040010485645,13.6,0.0,5,0,150005,271832,0.5518298066452809,0.0
212146,724.0,867825.0,72318.75,12149.55,0.16799999999999998,17.0,0.0,12,0,143659,274472,0.523401294121076,0.0
607376,729.0,1292646.0,107720.5,16265.71,0.15099920627921332,21.8,56.0,10,0,409108,503404,0.8126832524175414,0.0
295350,731.0,867920.0,72326.67,15260.8,0.2109982389621975,15.7,22.0,19,0,89889,198638,0.45252670687381064,0.0
154594,695.0,269914.0,22492.83,8614.6,0.3829931582642113,13.9,27.0,6,0,39463,164978,0.23920159051509898,0.0
65186,726.0,1313375.0,109447.92,15651.06,0.1430000679775367,42.2,30.0,12,0,134254,706552,0.19001290775484325,0.0
112046,719.0,1257857.0,104821.42,17819.53,0.16999893724011753,20.7,0.0,9,0,483018,689612,0.7004199462886377,0.0
219868,746.0,797525.0,66460.42,13159.02,0.19799784593597214,18.9,0.0,9,0,297445,549274,0.5415239024603385,0.0
218064,716.0,1224132.0,102011.0,1938.19,0.01899981374557646,8.9,0.0,4,0,61123,91564,0.6675440129308462,0.0
509608,0.0,0.0,0.0,23631.44,0.0,11.9,11.0,12,0,120042,239250,0.501742946708464,0.0
53966,665.0,349486.0,29123.83,9407.09,0.32300319017107293,17.6,0.0,11,0,256253,321464,0.797143692606326,0.0
311630,718.0,841073.0,70089.42,12475.78,0.1779980487782607,22.0,0.0,18,0,207518,370238,0.5604989223148353,0.0
99999999,716.0,817798.0,68149.83,22284.72,0.32699597343089487,18.6,38.0,12,1,224884,401236,0.5604781226011624,1.0
142912,720.0,1832075.0,152672.92,2793.95,0.01830023294242358,18.0,0.0,7,0,215992,1078000,0.20036363636363635,0.0
96272,723.0,622345.0,51862.08,16129.1,0.31099986734045376,11.4,73.0,8,1,172615,342276,0.5043152309831832,1.0
154440,744.0,929480.0,77456.67,20990.82,0.27100080599901855,19.6,0.0,9,0,168169,236874,0.7099512821162306,0.0
645326,732.0,1241669.0,103472.42,25143.84,0.24300040532539977,23.0,18.0,13,0,514140,1263966,0.40676727063860896,0.0
585728,722.0,2412544.0,201045.33,22115.05,0.11000031684396748,31.3,15.0,10,0,1140798,2100032,0.5432288650839606,0.0
661122,729.0,8279060.0,689921.67,72441.68,0.10499986179590502,41.4,0.0,10,0,2095700,2598068,0.8066378555141743,0.0
280588,744.0,969285.0,80773.75,5775.43,0.07150132314025287,23.7,0.0,8,0,164540,558712,0.29449877575566663,0.0
786940,0.0,0.0,0.0,23382.54,0.0,14.0,23.0,11,0,601996,1909732,0.3152253824096784,0.0
263208,723.0,1638579.0,136548.25,28948.21,0.21199986085504574,22.3,32.0,18,0,708795,993586,0.7133705587639118,0.0
267564,0.0,0.0,0.0,2386.78,0.0,12.2,0.0,9,0,136002,519750,0.26166810966810966,0.0
580118,739.0,1541584.0,128465.33,19783.75,0.15400069419507972,9.6,72.0,18,0,396758,664840,0.5967721557066362,0.0
58630,724.0,1162572.0,96881.0,12206.93,0.12599921553245735,13.2,12.0,10,0,9234,10846,0.851373778351466,0.0
391556,0.0,0.0,0.0,11428.88,0.0,16.3,0.0,11,0,216163,452628,0.4775731947647958,0.0
99999999,735.0,747156.0,62263.0,12701.69,0.20400061031431188,35.3,9.0,11,0,228342,317812,0.7184813663423659,0.0
391930,717.0,1438528.0,119877.33,29250.12,0.244000429438994,14.8,7.0,24,0,155781,784212,0.19864653945616748,0.0
394526,7210.0,1078991.0,89915.92,17084.04,0.1900001690468162,16.4,0.0,15,0,276051,910646,0.30313755290200584,0.0
498058,0.0,0.0,0.0,29104.58,0.0,18.3,0.0,19,0,66443,1373900,0.04836087051459349,0.0
108284,0.0,0.0,0.0,6676.6,0.0,37.4,0.0,5,1,233529,333410,0.7004259020425302,0.0
326348,749.0,1164928.0,97077.33,16697.39,0.17200091926714506,23.0,0.0,16,0,427253,1054812,0.4050513266819111,0.0
262460,0.0,0.0,0.0,24361.61,0.0,32.1,38.0,19,0,394763,719818,0.5484205729781695,0.0
264550,7480.0,2094389.0,174532.42,21292.92,0.12199979808908853,20.1,0.0,11,0,407303,990770,0.41109742927218224,0.0
249524,706.0,1361027.0,113418.92,29262.09,0.2580000761777665,9.8,0.0,9,0,215194,361130,0.5958906764876915,0.0
329516,716.0,2276580.0,189715.0,19730.36,0.10400000000000001,10.0,0.0,8,0,146946,193358,0.7599685557359923,0.0
